271	245.192688
272	246.184616
273	247.176529
274	248.168533
275	249.160583
276	250.152725
277	251.144852
278	252.137054
279	253.129349
280	254.121658
281	255.114029
282	256.106445
283	257.098938
284	258.091431
285	259.084015
286	260.076599
287	261.069275
288	262.062012
289	263.054779
290	264.047577
291	265.040466
292	266.033295
293	267.026245
294	268.019257
295	269.012268
296	270.005371
297	270.998474
298	271.991638
299	272.984863
300	273.978058
301	274.971344
302	275.964691
303	276.958099
304	277.951477
305	278.944916
306	279.938416
307	280.931976
308	281.925568
309	282.919189
310	283.912842
311	284.906525
312	285.900208
313	286.893982
314	287.887817
315	288.881653
316	289.875519
317	290.869415
318	291.863373
319	292.857361
320	293.851379
321	294.845428
322	295.839508
323	296.833649
324	297.827820
325	298.821991
326	299.816223
327	300.810486
328	301.804779
329	302.799133
330	303.793427
331	304.787872
332	305.782288
333	306.776703
334	307.771210
335	308.765747
336	309.760284
337	310.754852
338	311.749451
339	312.744049
340	313.738708
341	314.733429
342	315.728180
343	316.722931
344	317.717682
345	318.712524
346	319.707306
347	320.702179
348	321.697083
349	322.691986
350	323.686981
351	324.681976
352	325.676941
353	326.671967
354	327.667053
355	328.662140
356	329.657227
357	330.652344
358	331.647552
359	332.642700
360	333.637939
361	334.633179
362	335.628448
363	336.623718
364	337.619049
365	338.614349
366	339.609741
367	340.605133
368	341.600525
369	342.595947
370	343.591400
371	344.586853
372	345.582397
373	346.577881
374	347.573456
375	348.569061
376	349.564667
377	350.560272
378	351.555908
379	352.551544
380	353.547180
381	354.542908
382	355.538666
383	356.534363
384	357.530121
385	358.525940
386	359.521729
387	360.517578
388	361.513397
389	362.509247
390	363.505157
391	364.501099
392	365.497040
393	366.492920
394	367.488953
395	368.484955
396	369.480927
397	370.476929
398	371.472992
399	372.469025
