# Average number of pkts in the system as a function of time t
# Parameters for this plot
# lambda = 0.800000 mu = 1.000000 h = 0.010000 x0 = 0.000000
#
# time 		Avg-number-of-pkts		 P(n=4)
0.000000		0.0000000		0.000000
0.000000		0.0079868		0.000000
0.010000		0.0158946		0.000000
0.020000		0.0237256		0.000000
0.030000		0.0314816		0.000001
0.040000		0.0391644		0.000002
0.050000		0.0467759		0.000004
0.060000		0.0543176		0.000007
0.070000		0.0617913		0.000011
0.080000		0.0691984		0.000016
0.090000		0.0765406		0.000024
0.100000		0.0838192		0.000033
0.110000		0.0910356		0.000044
0.120000		0.0981913		0.000058
0.130000		0.1052874		0.000074
0.140000		0.1123253		0.000093
0.150000		0.1193061		0.000115
0.160000		0.1262310		0.000140
0.170000		0.1331012		0.000168
0.180000		0.1399177		0.000199
0.190000		0.1466817		0.000234
0.200000		0.1533940		0.000271
0.210000		0.1600558		0.000312
0.220000		0.1666679		0.000357
0.230000		0.1732313		0.000405
0.240000		0.1797469		0.000457
0.250000		0.1862156		0.000512
0.260000		0.1926382		0.000571
0.270000		0.1990155		0.000633
0.280000		0.2053484		0.000699
0.290000		0.2116376		0.000768
0.300000		0.2178838		0.000841
0.310000		0.2240878		0.000918
0.320000		0.2302503		0.000997
0.330000		0.2363720		0.001081
0.340000		0.2424536		0.001167
0.350000		0.2484957		0.001257
0.360000		0.2544989		0.001350
0.370000		0.2604640		0.001447
0.380000		0.2663914		0.001546
0.390000		0.2722817		0.001649
0.400000		0.2781356		0.001754
0.410000		0.2839536		0.001863
0.420000		0.2897362		0.001975
0.430000		0.2954840		0.002089
0.440000		0.3011975		0.002206
0.450000		0.3068771		0.002326
0.460000		0.3125234		0.002449
0.470000		0.3181369		0.002574
0.480000		0.3237181		0.002702
0.490000		0.3292673		0.002832
0.500000		0.3347850		0.002965
0.510000		0.3402718		0.003100
0.520000		0.3457279		0.003237
0.530000		0.3511538		0.003376
0.540000		0.3565500		0.003518
0.550000		0.3619168		0.003662
0.560000		0.3672546		0.003807
0.570000		0.3725638		0.003955
0.580000		0.3778448		0.004104
0.590000		0.3830979		0.004256
0.600000		0.3883235		0.004409
0.610000		0.3935220		0.004564
0.620000		0.3986936		0.004720
0.630000		0.4038388		0.004878
0.640000		0.4089578		0.005038
0.650000		0.4140510		0.005199
0.660000		0.4191186		0.005361
0.670000		0.4241611		0.005525
0.680000		0.4291787		0.005690
0.690000		0.4341716		0.005857
0.700000		0.4391403		0.006024
0.710000		0.4440849		0.006193
0.720000		0.4490058		0.006363
0.730000		0.4539032		0.006534
0.740000		0.4587774		0.006706
0.750000		0.4636286		0.006879
0.760000		0.4684572		0.007053
0.770000		0.4732634		0.007228
0.780000		0.4780474		0.007404
0.790000		0.4828094		0.007580
0.800000		0.4875498		0.007757
0.810000		0.4922687		0.007935
0.820000		0.4969664		0.008114
0.830000		0.5016431		0.008294
0.840000		0.5062991		0.008474
0.850000		0.5109345		0.008654
0.860000		0.5155495		0.008835
0.870000		0.5201445		0.009017
0.880000		0.5247195		0.009199
0.890000		0.5292748		0.009382
0.900000		0.5338106		0.009565
0.910000		0.5383272		0.009749
0.920000		0.5428246		0.009932
0.930000		0.5473031		0.010117
0.940000		0.5517628		0.010301
0.950000		0.5562040		0.010486
0.960000		0.5606269		0.010671
0.970000		0.5650316		0.010856
0.980000		0.5694182		0.011042
0.990000		0.5737871		0.011227
1.000000		0.5781382		0.011413
1.010000		0.5824719		0.011599
1.020000		0.5867883		0.011785
1.030000		0.5910875		0.011971
1.040000		0.5953697		0.012157
1.050000		0.5996350		0.012344
1.060000		0.6038837		0.012530
1.070000		0.6081158		0.012716
1.080000		0.6123316		0.012903
1.090000		0.6165311		0.013089
1.100000		0.6207145		0.013275
1.110000		0.6248820		0.013461
1.120000		0.6290337		0.013647
1.130000		0.6331697		0.013833
1.140000		0.6372902		0.014019
1.150000		0.6413953		0.014205
1.160000		0.6454851		0.014390
1.170000		0.6495599		0.014576
1.180000		0.6536196		0.014761
1.190000		0.6576645		0.014946
1.200000		0.6616946		0.015131
1.210000		0.6657102		0.015316
1.220000		0.6697112		0.015500
1.230000		0.6736979		0.015685
1.240000		0.6776703		0.015869
1.250000		0.6816286		0.016052
1.260000		0.6855729		0.016236
1.270000		0.6895033		0.016419
1.280000		0.6934199		0.016602
1.290000		0.6973229		0.016785
1.300000		0.7012123		0.016967
1.310000		0.7050882		0.017149
1.320000		0.7089508		0.017331
1.330000		0.7128001		0.017512
1.340000		0.7166364		0.017693
1.350000		0.7204596		0.017874
1.360000		0.7242698		0.018054
1.370000		0.7280672		0.018234
1.380000		0.7318519		0.018414
1.390000		0.7356240		0.018593
1.400000		0.7393836		0.018772
1.410000		0.7431307		0.018950
1.420000		0.7468654		0.019128
1.430000		0.7505879		0.019306
1.440000		0.7542983		0.019483
1.450000		0.7579966		0.019660
1.460000		0.7616829		0.019836
1.470000		0.7653573		0.020012
1.480000		0.7690199		0.020188
1.490000		0.7726708		0.020363
1.500000		0.7763101		0.020537
1.510000		0.7799378		0.020712
1.520000		0.7835541		0.020885
1.530000		0.7871590		0.021059
1.540000		0.7907526		0.021232
1.550000		0.7943350		0.021404
1.560000		0.7979062		0.021576
1.570000		0.8014664		0.021748
1.580000		0.8050156		0.021919
1.590000		0.8085540		0.022089
1.600000		0.8120814		0.022259
1.610000		0.8155982		0.022429
1.620000		0.8191042		0.022598
1.630000		0.8225997		0.022767
1.640000		0.8260846		0.022935
1.650000		0.8295591		0.023102
1.660000		0.8330231		0.023270
1.670000		0.8364769		0.023436
