# Average number of pkts in the system as a function of time t
# Parameters for this plot
# lambda = 0.800000 mu = 1.000000 h = 1.000000 x0 = 0.000000
#
# time 		Avg-number-of-pkts
0.000000		0.0000000
0.000000		0.7259259
1.000000		1.0879229
2.000000		1.3574602
3.000000		1.5755063
4.000000		1.7593711
5.000000		1.9184153
6.000000		2.0584056
7.000000		2.1832013
8.000000		2.2955379
9.000000		2.3974394
10.000000		2.4904533
11.000000		2.5757944
12.000000		2.6544368
13.000000		2.7271759
14.000000		2.7946709
15.000000		2.8574752
16.000000		2.9160587
17.000000		2.9708242
18.000000		3.0221202
19.000000		3.0702503
20.000000		3.1154810
21.000000		3.1580473
22.000000		3.1981582
23.000000		3.2359999
24.000000		3.2717395
25.000000		3.3055272
26.000000		3.3374989
27.000000		3.3677778
28.000000		3.3964759
29.000000		3.4236956
30.000000		3.4495303
31.000000		3.4740660
32.000000		3.4973816
33.000000		3.5195499
34.000000		3.5406382
35.000000		3.5607087
36.000000		3.5798192
37.000000		3.5980232
38.000000		3.6153707
39.000000		3.6319080
40.000000		3.6476787
41.000000		3.6627233
42.000000		3.6770797
43.000000		3.6907834
44.000000		3.7038679
45.000000		3.7163643
46.000000		3.7283021
47.000000		3.7397090
48.000000		3.7506112
49.000000		3.7610330
50.000000		3.7709978
51.000000		3.7805274
52.000000		3.7896425
53.000000		3.7983627
54.000000		3.8067064
55.000000		3.8146911
56.000000		3.8223335
57.000000		3.8296493
58.000000		3.8366533
59.000000		3.8433598
60.000000		3.8497821
61.000000		3.8559331
62.000000		3.8618249
63.000000		3.8674689
64.000000		3.8728763
65.000000		3.8780573
66.000000		3.8830219
67.000000		3.8877797
68.000000		3.8923396
69.000000		3.8967101
70.000000		3.9008996
71.000000		3.9049157
72.000000		3.9087660
73.000000		3.9124575
74.000000		3.9159970
75.000000		3.9193910
76.000000		3.9226456
77.000000		3.9257668
78.000000		3.9287602
79.000000		3.9316311
80.000000		3.9343848
81.000000		3.9370261
82.000000		3.9395598
83.000000		3.9419903
84.000000		3.9443219
85.000000		3.9465587
86.000000		3.9487048
87.000000		3.9507637
88.000000		3.9527393
89.000000		3.9546348
90.000000		3.9564536
91.000000		3.9581988
92.000000		3.9598735
93.000000		3.9614806
94.000000		3.9630228
95.000000		3.9645029
96.000000		3.9659232
97.000000		3.9672864
98.000000		3.9685947
99.000000		3.9698503
100.000000		3.9710554
101.000000		3.9722121
102.000000		3.9733223
103.000000		3.9743879
104.000000		3.9754107
105.000000		3.9763925
106.000000		3.9773349
107.000000		3.9782395
108.000000		3.9791078
109.000000		3.9799414
110.000000		3.9807415
111.000000		3.9815097
112.000000		3.9822470
113.000000		3.9829549
114.000000		3.9836344
115.000000		3.9842868
116.000000		3.9849131
117.000000		3.9855143
118.000000		3.9860916
119.000000		3.9866457
120.000000		3.9871777
121.000000		3.9876885
122.000000		3.9881788
123.000000		3.9886496
124.000000		3.9891016
125.000000		3.9895356
126.000000		3.9899522
127.000000		3.9903523
128.000000		3.9907363
129.000000		3.9911051
130.000000		3.9914591
131.000000		3.9917991
132.000000		3.9921254
133.000000		3.9924388
134.000000		3.9927397
135.000000		3.9930286
136.000000		3.9933060
137.000000		3.9935723
138.000000		3.9938280
139.000000		3.9940735
140.000000		3.9943093
141.000000		3.9945357
142.000000		3.9947530
143.000000		3.9949617
144.000000		3.9951621
145.000000		3.9953545
146.000000		3.9955393
147.000000		3.9957167
148.000000		3.9958870
149.000000		3.9960505
150.000000		3.9962076
151.000000		3.9963584
152.000000		3.9965032
153.000000		3.9966422
154.000000		3.9967757
155.000000		3.9969039
156.000000		3.9970270
157.000000		3.9971452
158.000000		3.9972587
159.000000		3.9973677
160.000000		3.9974723
161.000000		3.9975728
162.000000		3.9976693
163.000000		3.9977619
164.000000		3.9978509
165.000000		3.9979363
166.000000		3.9980184
167.000000		3.9980971
168.000000		3.9981728
169.000000		3.9982454
170.000000		3.9983151
171.000000		3.9983821
172.000000		3.9984464
173.000000		3.9985082
174.000000		3.9985675
175.000000		3.9986244
176.000000		3.9986791
177.000000		3.9987316
178.000000		3.9987820
179.000000		3.9988304
180.000000		3.9988769
181.000000		3.9989215
182.000000		3.9989644
183.000000		3.9990055
184.000000		3.9990450
185.000000		3.9990830
186.000000		3.9991194
187.000000		3.9991544
188.000000		3.9991880
189.000000		3.9992203
190.000000		3.9992513
191.000000		3.9992810
192.000000		3.9993096
193.000000		3.9993370
194.000000		3.9993634
195.000000		3.9993887
196.000000		3.9994130
197.000000		3.9994363
198.000000		3.9994587
199.000000		3.9994802
200.000000		3.9995009
201.000000		3.9995207
202.000000		3.9995397
203.000000		3.9995580
204.000000		3.9995756
205.000000		3.9995925
206.000000		3.9996087
207.000000		3.9996242
208.000000		3.9996391
209.000000		3.9996535
210.000000		3.9996673
211.000000		3.9996805
212.000000		3.9996932
213.000000		3.9997054
214.000000		3.9997171
215.000000		3.9997283
216.000000		3.9997391
217.000000		3.9997495
218.000000		3.9997594
219.000000		3.9997690
220.000000		3.9997782
221.000000		3.9997870
222.000000		3.9997954
223.000000		3.9998036
224.000000		3.9998114
225.000000		3.9998189
226.000000		3.9998261
227.000000		3.9998330
228.000000		3.9998396
229.000000		3.9998460
230.000000		3.9998521
231.000000		3.9998580
232.000000		3.9998636
233.000000		3.9998690
234.000000		3.9998743
235.000000		3.9998792
236.000000		3.9998840
237.000000		3.9998887
238.000000		3.9998931
239.000000		3.9998973
240.000000		3.9999014
241.000000		3.9999053
242.000000		3.9999091
243.000000		3.9999127
244.000000		3.9999162
245.000000		3.9999195
246.000000		3.9999227
247.000000		3.9999258
248.000000		3.9999287
249.000000		3.9999315
250.000000		3.9999343
251.000000		3.9999369
252.000000		3.9999394
253.000000		3.9999418
254.000000		3.9999441
255.000000		3.9999463
256.000000		3.9999485
257.000000		3.9999505
258.000000		3.9999525
259.000000		3.9999544
260.000000		3.9999562
261.000000		3.9999579
262.000000		3.9999596
263.000000		3.9999612
264.000000		3.9999627
265.000000		3.9999642
266.000000		3.9999656
267.000000		3.9999670
268.000000		3.9999683
269.000000		3.9999696
270.000000		3.9999708
271.000000		3.9999719
272.000000		3.9999731
273.000000		3.9999741
274.000000		3.9999752
275.000000		3.9999761
276.000000		3.9999771
277.000000		3.9999780
278.000000		3.9999789
279.000000		3.9999797
280.000000		3.9999805
281.000000		3.9999813
282.000000		3.9999820
283.000000		3.9999828
284.000000		3.9999834
285.000000		3.9999841
286.000000		3.9999847
287.000000		3.9999853
288.000000		3.9999859
289.000000		3.9999865
290.000000		3.9999870
291.000000		3.9999875
292.000000		3.9999880
293.000000		3.9999885
294.000000		3.9999890
295.000000		3.9999894
296.000000		3.9999898
297.000000		3.9999902
298.000000		3.9999906
299.000000		3.9999910
300.000000		3.9999913
301.000000		3.9999917
302.000000		3.9999920
303.000000		3.9999923
304.000000		3.9999926
305.000000		3.9999929
306.000000		3.9999932
307.000000		3.9999935
308.000000		3.9999937
309.000000		3.9999940
310.000000		3.9999942
311.000000		3.9999945
312.000000		3.9999947
313.000000		3.9999949
314.000000		3.9999951
315.000000		3.9999953
316.000000		3.9999955
317.000000		3.9999957
318.000000		3.9999958
319.000000		3.9999960
320.000000		3.9999962
321.000000		3.9999963
322.000000		3.9999965
323.000000		3.9999966
324.000000		3.9999967
325.000000		3.9999969
326.000000		3.9999970
327.000000		3.9999971
328.000000		3.9999972
329.000000		3.9999973
330.000000		3.9999974
331.000000		3.9999975
332.000000		3.9999976
333.000000		3.9999977
334.000000		3.9999978
335.000000		3.9999979
336.000000		3.9999980
337.000000		3.9999981
338.000000		3.9999981
339.000000		3.9999982
340.000000		3.9999983
341.000000		3.9999984
342.000000		3.9999984
343.000000		3.9999985
344.000000		3.9999985
345.000000		3.9999986
346.000000		3.9999987
347.000000		3.9999987
348.000000		3.9999988
349.000000		3.9999988
